X,Y,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,CI_ID,CSLLEA08ID,SUBTYPE1,SUBTYPE2,TRIBAL,NUMPRE,NUMFIXSUB,NUMMOBILE,FTSWORN,FTCIV,PTSWORN,PTCIV
-8251434.6255,4997710.1193,7590,1013348,ELMWOOD PARK POLICE DEPARTMENT,182 MARKET STREET,ELMWOOD PARK,NJ,07407,1407,(201) 796-0700,LOCAL POLICE DEPARTMENT,OPEN,44,BERGEN,34003,USA,40.9007283,-74.1238984,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/23 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,11923230,-999,-999,0,0,0,0,42,2,1,1
-8284703.791,4938473.6396,7600,1013426,HIGHLAND PARK POLICE DEPARTMENT,222 SOUTH FIFTH AVENUE,HIGHLAND PARK,NJ,08904,2609,(732) 572-3800,LOCAL POLICE DEPARTMENT,OPEN,34,MIDDLESEX,34023,USA,40.4972981000001,-74.422760399,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/23 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,11793170,-999,-999,0,0,0,0,27,7,0,1
-8250107.8975,5009724.5884,7601,1013663,RIDGEWOOD POLICE DEPARTMENT,131 NORTH MAPLE AVENUE,RIDGEWOOD,NJ,07450,3256,(201) 670-5519,LOCAL POLICE DEPARTMENT,OPEN,45,BERGEN,34003,USA,40.9822547000001,-74.1119801999999,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/23 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12063040,-999,-999,0,0,0,0,40,5,0,0
-8250398.7865,4990692.0734,7602,1013768,WALLINGTON POLICE DEPARTMENT,54 UNION BOULEVARD,WALLINGTON,NJ,07057,1232,(973) 473-1715,LOCAL POLICE DEPARTMENT,OPEN,23,BERGEN,34003,USA,40.8530595,-74.1145933,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/23 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12963090,-999,-999,0,0,0,0,21,2,0,1
-8266989.6319,4962094.0753,7603,1013677,ROSELLE POLICE DEPARTMENT,210 CHESTNUT STREET,ROSELLE,NJ,07203,1218,(908) 245-2000,LOCAL POLICE DEPARTMENT,OPEN,67,UNION,34039,USA,40.658458001,-74.2636314,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/23 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13278720,-999,-999,0,0,0,0,55,12,0,22
-8234177.1326,5001547.0467,7604,1013730,TENAFLY POLICE DEPARTMENT,100 RIVEREDGE ROAD,TENAFLY,NJ,07670,1960,(201) 568-5100,LOCAL POLICE DEPARTMENT,OPEN,43,BERGEN,34003,USA,40.926775417,-73.968871704,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/23 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12593040,-999,-999,0,0,0,0,37,6,0,2
-8399778.9233,4825239.5131,7608,1013291,CARNEYS POINT POLICE DEPARTMENT,303 HARDING HIGHWAY,CARNEYS POINT,NJ,08069,2248,(856) 299-1212,LOCAL POLICE DEPARTMENT,OPEN,27,SALEM,34033,USA,39.7193300000001,-75.4564979,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/23 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12053280,-999,-999,0,0,0,0,22,5,0,8
-8258190.5,5005458.2521,7609,1013593,NORTH HALEDON POLICE DEPARTMENT,103 OVERLOOK AVENUE,NORTH HALEDON,NJ,07508,2572,(973) 423-1111,LOCAL POLICE DEPARTMENT,OPEN,23,PASSAIC,34031,USA,40.95331621,-74.1845874529999,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/23 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12373130,-999,-999,0,0,0,0,18,5,4,3
-8300253.6991,4872763.7248,7610,1013315,NEW HANOVER TOWNSHIP POLICE DEPARTMENT,2 HOCKAMICK ROAD,COOKSTOWN,NJ,08511,1007,(609) 758-7149,LOCAL POLICE DEPARTMENT,OPEN,3,BURLINGTON,34005,USA,40.0469256000001,-74.5624476,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/23 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12363150,-999,-999,0,0,1,0,3,0,0,0
-8352352.8572,4851182.0015,7614,1013404,HADDONFIELD POLICE DEPARTMENT,242 KINGS HIGHWAY EAST,HADDONFIELD,NJ,08033,1907,(856) 429-4700,LOCAL POLICE DEPARTMENT,OPEN,24,CAMDEN,34007,USA,39.8983517,-75.0304623,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/23 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12833270,-999,-999,0,0,0,0,22,2,0,0
-8365664.6337,4842871.4338,7727,1013813,WOODBURY POLICE DEPARTMENT,200 NORTH BROAD STREET,WOODBURY,NJ,08096,1710,(856) 845-0065,LOCAL POLICE DEPARTMENT,OPEN,28,GLOUCESTER,34015,USA,39.8410536000001,-75.150044023,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/23 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,11424920,-999,-999,0,0,1,0,25,3,3,0
-8240951.914,4994552.5893,8109,1013242,BOGOTA POLICE DEPARTMENT,375 LARCH AVENUE,BOGOTA,NJ,07603,1056,(201) 487-2400,LOCAL POLICE DEPARTMENT,OPEN,21,BERGEN,34003,USA,40.8792856000001,-74.0297305999999,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12413200,-999,-999,0,0,0,0,15,6,0,5
-8239189.2781,4897492.4727,8110,1013205,ASBURY PARK POLICE DEPARTMENT,ONE MUNICIPAL PLAZA,ASBURY PARK,NJ,07712,7026,(732) 774-1300,LOCAL POLICE DEPARTMENT,OPEN,105,MONMOUTH,34025,USA,40.2167671550001,-74.013896573,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12743370,-999,-999,0,0,0,2,90,15,0,13
-8245397.0905,4916856.4125,8111,1013660,RED BANK POLICE DEPARTMENT,90 MONMOUTH STREET,RED BANK,NJ,07701,1109,(732) 530-2700,LOCAL POLICE DEPARTMENT,OPEN,49,MONMOUTH,34025,USA,40.3494658000001,-74.0696622999999,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12273060,-999,-999,0,0,0,0,42,7,0,4
-8235729.0341,5014145.3047,8113,1013797,OLD TAPPAN POLICE DEPARTMENT,21 RUSSELL AVE,WESTWOOD,NJ,07675,7001,(201) 664-1221,LOCAL POLICE DEPARTMENT,OPEN,14,BERGEN,34003,USA,41.012226958,-73.982812672,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,http://oldtappan.net/,NOT AVAILABLE,12953110,-999,-999,0,0,0,0,13,1,0,0
-8358038.2546,4828997.4649,8114,1013695,WASHINGTON TOWNSHIP POLICE DEPARTMENT,1 MCCLURE DRIVE,SEWELL,NJ,08080,1879,(856) 589-6650,LOCAL POLICE DEPARTMENT,OPEN,93,GLOUCESTER,34015,USA,39.745291422,-75.0815350939999,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12233060,-999,-999,0,0,0,0,86,7,7,0
-8354818.3613,4847211.3225,8115,1013216,BARRINGTON POLICE DEPARTMENT,227 TRENTON AVENUE,BARRINGTON,NJ,08007,1144,(856) 547-3350,LOCAL POLICE DEPARTMENT,OPEN,16,CAMDEN,34007,USA,39.8709813990001,-75.0526103,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12773360,-999,-999,0,0,0,0,15,1,0,13
-8253378.6868,5011052.6013,8116,1013523,MIDLAND PARK POLICE DEPARTMENT,280 GODWIN AVENUE,MIDLAND PARK,NJ,07432,1836,(201) 444-2300,LOCAL POLICE DEPARTMENT,OPEN,14,BERGEN,34003,USA,40.9912600000001,-74.1413621999999,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12043150,-999,-999,0,0,0,0,13,1,5,2
-8304066.1579,4766627.8368,8117,1013699,SOMERS POINT POLICE DEPARTMENT,1 WEST NEW JERSEY AVENUE,SOMERS POINT,NJ,08244,1770,(609) 927-6161,LOCAL POLICE DEPARTMENT,OPEN,28,ATLANTIC,34001,USA,39.3131530000001,-74.5966955,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,11283070,-999,-999,0,0,1,0,24,4,4,0
-8269280.2753,4987324.3406,8118,1013353,ESSEX FELLS POLICE DEPARTMENT,255 ROSELAND AVENUE,ESSEX FELLS,NJ,07021,1312,(973) 266-3000,LOCAL POLICE DEPARTMENT,OPEN,13,ESSEX,34013,USA,40.8301726,-74.2842085999999,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13256620,-999,-999,0,0,0,0,13,0,0,0
-8290339.1845,4953561.8116,8119,1013396,GREEN BROOK POLICE DEPARTMENT,109 GREENBROOK ROAD,GREEN BROOK,NJ,08812,2501,(732) 968-1188,LOCAL POLICE DEPARTMENT,OPEN,29,SOMERSET,34035,USA,40.600288,-74.473384,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12253230,-999,-999,0,0,0,0,23,6,0,0
-8281934.7967,4980553.4736,8120,1013369,FLORHAM PARK POLICE DEPARTMENT,111 RIDGEDALE AVENUE,FLORHAM PARK,NJ,07932,1707,(973) 377-2200,LOCAL POLICE DEPARTMENT,OPEN,39,MORRIS,34027,USA,40.7841343000001,-74.3978860999999,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/17 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,11043270,-999,-999,0,0,0,0,33,6,0,4
-8272335.3829,4971737.4707,8126,1013525,MILLBURN POLICE DEPARTMENT,435 ESSEX STREET,MILLBURN,NJ,07041,1316,(973) 564-7001,LOCAL POLICE DEPARTMENT,OPEN,64,ESSEX,34013,USA,40.7241423020001,-74.311653098,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/17 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13975990,-999,-999,0,0,0,0,54,10,0,1
-8387138.0274,4836961.1792,8176,1013253,LOGAN TOWNSHIP POLICE DEPARTMENT,125 MAIN STREET,BRIDGEPORT,NJ,08014,9716,(856) 467-0061,LOCAL POLICE DEPARTMENT,OPEN,21,GLOUCESTER,34015,USA,39.8002756000001,-75.3429427999999,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/17 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12373160,-999,-999,0,0,1,0,20,1,0,1
-8229743.4328,5004768.7151,8179,1013201,BOROUGH OF ALPINE POLICE DEPARTMENT,100 CHURCH STREET,ALPINE,NJ,07620,NOT AVAILABLE,(201) 768-0881,LOCAL POLICE DEPARTMENT,OPEN,13,BERGEN,34003,USA,40.9486379000001,-73.9290431009999,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12093380,-999,-999,0,0,0,0,13,0,0,0
-8317862.5947,4876400.4341,8185,1013314,MANSFIELD TOWNSHIP POLICE DEPARTMENT,190A ATLANTIC AVENUE,COLUMBUS,NJ,08022,NOT AVAILABLE,(609) 298-4411,LOCAL POLICE DEPARTMENT,OPEN,17,BURLINGTON,34005,USA,40.0719298000001,-74.720631,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12493180,-999,-999,0,0,0,0,14,3,2,3
-8323693.0755,4968502.1061,8200,1013278,TEWKSBURY TOWNSHIP POLICE DEPARTMENT,167 OLD TURNPIKE ROAD,CALIFON,NJ,07830,3051,(908) 439-3477,LOCAL POLICE DEPARTMENT,OPEN,13,HUNTERDON,34019,USA,40.7021124,-74.7730071,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12623070,-999,-999,0,0,0,0,12,1,0,0
-8270178.4121,4990321.1625,8201,1013782,WEST CALDWELL POLICE DEPARTMENT,21 CLINTON ROAD,WEST CALDWELL,NJ,07006,6703,(973) 226-4114,LOCAL POLICE DEPARTMENT,OPEN,35,ESSEX,34013,USA,40.8505392000001,-74.2922766999999,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,11494950,-999,-999,0,0,0,0,29,6,0,0
-8295856.7238,4905430.1993,8202,1013428,HIGHTSTOWN POLICE DEPARTMENT,148 NORTH MAIN STREET,HIGHTSTOWN,NJ,08520,3249,(609) 448-1234,LOCAL POLICE DEPARTMENT,OPEN,19,MERCER,34021,USA,40.2711949000001,-74.522948899,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,11043150,-999,-999,0,0,0,0,14,5,0,4
-8343093.2797,4921018.435,8203,1013465,LAMBERTVILLE POLICE DEPARTMENT,349 NORTH MAIN STREET,LAMBERTVILLE,NJ,08530,1512,(609) 397-3132,LOCAL POLICE DEPARTMENT,OPEN,12,HUNTERDON,34019,USA,40.3779536000001,-74.9472820999999,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13585150,-999,-999,0,0,0,0,9,3,0,4
-8335546.7867,4956830.5049,8211,1013203,CLINTON TOWNSHIP POLICE DEPARTMENT,1370 STATE HIGHWAY 31 NORTH,ANNANDALE,NJ,08801,NOT AVAILABLE,(908) 735-6000,LOCAL POLICE DEPARTMENT,OPEN,28,HUNTERDON,34019,USA,40.6225788,-74.8794908,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12413230,-999,-999,0,0,0,0,26,2,2,1
-8306676.6556,4897191.1543,8227,1013672,ROBBINSVILLE TOWNSHIP POLICE DEPARTMENT,1117 UNITED STATES HIGHWAY 130,ROBBINSVILLE,NJ,08691,NOT AVAILABLE,(609) 259-3900,LOCAL POLICE DEPARTMENT,OPEN,34,MERCER,34021,USA,40.2147002,-74.620146,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12193020,-999,-999,0,0,0,0,25,9,0,0
-8340141.5209,4875097.4666,8247,1013236,BEVERLY CITY POLICE DEPARTMENT,446 BROAD STREET,BEVERLY,NJ,08010,1546,(609) 387-0205,LOCAL POLICE DEPARTMENT,OPEN,7,BURLINGTON,34005,USA,40.0629723000001,-74.920765999,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,UNVERIFIED,2009/09/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12493220,-999,-999,0,0,0,0,7,0,0,0
-8267156.177,5031457.4187,8270,1013664,RINGWOOD BOROUGH POLICE DEPARTMENT,60 MARGARET KING AVENUE,RINGWOOD,NJ,07456,1703,(973) 962-7017,LOCAL POLICE DEPARTMENT,OPEN,27,PASSAIC,34031,USA,41.1294711,-74.2651274999999,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12523000,-999,-999,0,0,0,0,22,5,0,23
-8401175.6489,4803975.7974,8271,1013685,SALEM POLICE DEPARTMENT,129 WEST BROADWAY,SALEM,NJ,08079,1323,(856) 935-0057,LOCAL POLICE DEPARTMENT,OPEN,27,SALEM,34033,USA,39.5722477,-75.4690449,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,11803030,-999,-999,0,0,0,0,24,3,3,1
-8309246.6331,4964608.6753,8272,1013223,BEDMINSTER POLICE DEPARTMENT,55 MILLER LANE,BEDMINSTER,NJ,07921,2642,(908) 234-0585,LOCAL POLICE DEPARTMENT,OPEN,18,SOMERSET,34035,USA,40.6755920000001,-74.6432325,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12343380,-999,-999,0,0,0,0,16,2,0,4
-8253271.9092,4854967.2593,8276,1013605,OCEAN GATE BOROUGH POLICE DEPARTMENT,801 OCEAN GATE AVENUE,OCEAN GATE,NJ,08740,NOT AVAILABLE,(732) 269-2468,LOCAL POLICE DEPARTMENT,OPEN,6,OCEAN,34029,USA,39.9244337000001,-74.1404029999999,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12053100,-999,-999,0,0,1,0,6,0,0,5
-8315532.4662,4947843.2527,8285,1013250,BRANCHBURG TOWNSHIP POLICE DEPARTMENT,590 OLD YORK ROAD,BRANCHBURG,NJ,08876,3736,(908) 526-3830,LOCAL POLICE DEPARTMENT,OPEN,28,SOMERSET,34035,USA,40.5612725,-74.6996991,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12303280,-999,-999,0,0,0,1,26,2,0,0
-8361500.2024,4967242.3309,8334,1013720,GREENWICH TOWNSHIP POLICE DEPARTMENT,321 GREENWICH STREET,STEWARTSVILLE,NJ,08886,2021,(908) 859-1440,LOCAL POLICE DEPARTMENT,OPEN,12,WARREN,34041,USA,40.6935325000001,-75.1126343,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/20 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12103200,-999,-999,0,0,0,1,11,1,0,3
-8368078.4274,4968286.5354,8335,1013630,LOPATCONG TOWNSHIP POLICE DEPARTMENT,232 SOUTH THIRD STREET,PHILLIPSBURG,NJ,08865,1812,(908) 859-2301,LOCAL POLICE DEPARTMENT,OPEN,15,WARREN,34041,USA,40.7006443000001,-75.1717275,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/20 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12493150,-999,-999,0,0,0,0,14,1,0,0
